MONTH,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,HIT_RUN_FLAG,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,DRIVER,MOTORIST,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,STAT_DIV_NAME,MONTH,MONTH_COUNT,MONTH_ALC,MONTH_NALC,DAY,DAY_COUNT
2019/01,2019/01/03 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Day,Serious injury accident,100 km/hr,Yes,146.1785389,-38.51773437,Intersection,SOUTH GIPPSLAND,EASTERN REGION,2,2,0,1,1,0,2,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,No collision and no object struck,Thursday,No,Dark Street lights on,Other injury accident,60 km/hr,No,146.9677938,-36.72829497,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Dark No street lights,Other injury accident,100 km/hr,Yes,141.9979407,-35.21170747,Non-Intersection,MILDURA,WESTERN REGION,2,2,0,0,2,0,1,1,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,Collision with vehicle,Thursday,No,Dusk/Dawn,Serious injury accident,60 km/hr,No,144.5611763,-37.67599822,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,1,2,0,1,1,0,0,0,0,No,1,2,0,1,1,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Day,Other injury accident,60 km/hr,Yes,145.0264435,-38.37777511,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Unk.,Other injury accident,50 km/hr,No,145.1274918,-37.92953602,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,Collision with vehicle,Wednesday,No,Unk.,Other injury accident,60 km/hr,No,144.9914208,-37.80948163,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,No,Collision with vehicle,Wednesday,No,Day,Serious injury accident,80 km/hr,No,145.1413359,-38.00755747,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,4,2,0,1,1,2,2,1,0,3,0,0,0,1,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,No,Collision with a fixed object,Wednesday,No,Day,Other injury accident,60 km/hr,No,145.3313066,-38.04411678,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,No collision and no object struck,Thursday,No,Day,Other injury accident,40 km/hr,No,145.0298342,-37.80716256,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,0,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,Yes,No collision and no object struck,Thursday,No,Dark No street lights,Other injury accident,60 km/hr,No,142.4064536,-34.5607036,Off Road,MILDURA,WESTERN REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/03 00:00:00+00,No,Collision with vehicle,Wednesday,No,Day,Other injury accident,60 km/hr,No,145.062729,-37.95331431,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,No,No collision and no object struck,Thursday,No,Day,Other injury accident,60 km/hr,No,145.1162052,-37.86847918,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,No,0,1,0,0,0,0,Metro,,,,,,
2019/01,2019/01/03 00:00:00+00,No,Collision with vehicle,Wednesday,No,Day,Serious injury accident,60 km/hr,No,144.9852985,-38.29492402,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Dark No street lights,Serious injury accident,100 km/hr,Yes,143.0148339,-37.30962881,Non-Intersection,ARARAT,WESTERN REGION,2,2,0,1,1,0,0,2,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,60 km/hr,No,144.8860797,-37.77335092,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,4,2,0,1,1,2,1,1,0,1,1,0,0,0,1,No,0,2,0,1,1,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with a fixed object,Thursday,No,Day,Other injury accident,60 km/hr,Yes,144.8612435,-37.80801956,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Vehicle overturned (no collision),Friday,No,Day,Serious injury accident,75 km/hr,Yes,144.7709129,-37.79868097,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,No,145.145911,-37.98361226,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,5,3,0,1,2,2,2,3,0,5,0,0,0,0,1,No,0,5,0,5,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Dark Street lights on,Serious injury accident,80 km/hr,Yes,145.1891515,-38.23851319,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,6,4,0,4,0,2,3,1,0,2,0,0,0,0,1,Yes,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,No,145.1434877,-37.92476468,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,3,0,3,0,0,1,2,0,2,0,0,0,0,2,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,No,145.0122802,-37.90001104,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Day,Serious injury accident,100 km/hr,Yes,144.0883914,-36.57084495,Non-Intersection,LODDON,NORTHERN REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Struck Pedestrian,Thursday,No,Day,Serious injury accident,50 km/hr,No,144.7435759,-38.33843235,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,2,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,Not known,No,144.3684924,-38.07534259,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,0,No,0,2,1,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Struck Pedestrian,Friday,No,Day,Other injury accident,60 km/hr,No,145.1937328,-37.81630625,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,No,142.776502,-34.58662876,Intersection,SWAN HILL,NORTHERN REGION,2,2,0,0,2,0,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,144.9252101,-37.69486422,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,No collision and no object struck,Friday,No,Dusk/Dawn,Other injury accident,80 km/hr,Yes,145.1561587,-37.93282399,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Serious injury accident,60 km/hr,No,144.9309105,-37.79453717,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,No,145.2116001,-38.11934181,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,No collision and no object struck,Friday,No,Day,Other injury accident,Not known,No,143.6589945,-35.480058,Off Road,SWAN HILL,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,70 km/hr,No,142.2055056,-36.73347636,Intersection,HORSHAM,WESTERN REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,No,145.1809981,-38.15520394,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,8,6,0,3,3,2,3,4,0,5,0,0,0,0,2,No,0,5,0,5,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Struck Pedestrian,Friday,No,Day,Other injury accident,60 km/hr,No,145.1589428,-37.67427887,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,0,2,0,1,0,0,0,0,0,No,1,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,144.9521898,-37.82184704,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,144.708797,-37.83620333,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,No,145.036829,-37.81469052,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,Other speed limit,No,144.9794626,-37.40879643,Non-Intersection,MITCHELL,NORTHERN REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with vehicle,Friday,Yes,Day,Other injury accident,80 km/hr,No,145.1612823,-38.10941927,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,2,0,0,0,0,2,Yes,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Day,Other injury accident,100 km/hr,Yes,145.8437975,-38.36921757,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,3,2,0,0,2,1,2,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Day,Other injury accident,60 km/hr,No,144.3791185,-38.05546283,Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/04 00:00:00+00,Yes,Vehicle overturned (no collision),Friday,No,Day,Serious injury accident,100 km/hr,Yes,143.9495083,-36.17805035,Intersection,LODDON,NORTHERN REGION,2,2,0,2,0,0,1,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,80 km/hr,No,146.4197246,-38.23967737,Non-Intersection,LATROBE,EASTERN REGION,2,2,0,1,1,0,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0303117,-37.79911074,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Other injury accident,60 km/hr,Yes,145.4435976,-37.92254885,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,3,3,0,0,3,0,0,3,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0577812,-37.96565235,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,3,2,0,2,0,1,2,1,0,2,0,0,0,1,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,100 km/hr,No,144.6088336,-38.26096116,Intersection,GEELONG,SOUTH WESTERN REGION,7,1,0,0,1,6,2,5,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,145.1197685,-37.82852552,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,2,2,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0449395,-37.89016575,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,80 km/hr,No,143.2783145,-38.74681726,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,3,1,0,0,1,2,2,1,0,1,1,0,0,0,1,No,0,2,0,1,1,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Friday,Yes,Day,Other injury accident,80 km/hr,No,145.1412633,-37.58813342,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,6,5,0,0,5,0,0,5,0,3,0,0,0,0,0,No,0,3,0,3,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Serious injury accident,80 km/hr,No,145.9227119,-38.13112611,Off Road,BAW BAW,EASTERN REGION,2,1,0,1,0,1,0,2,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Serious injury accident,50 km/hr,Yes,145.966571,-38.17417081,Non-Intersection,BAW BAW,EASTERN REGION,3,1,0,1,0,2,2,1,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,144.9922831,-37.87652769,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,145.1490091,-37.86896293,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,3,0,0,3,0,0,0,0,2,No,1,3,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Day,Serious injury accident,100 km/hr,No,143.3252688,-37.19689777,Non-Intersection,PYRENEES,WESTERN REGION,2,2,0,1,1,0,2,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Struck Pedestrian,Saturday,Yes,Dark No street lights,Other injury accident,Camping grounds or off road,No,142.5080094,-38.38376789,Off Road,WARRNAMBOOL,SOUTH WESTERN REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Vehicle overturned (no collision),Friday,No,Dark No street lights,Fatal accident,Camping grounds or off road,No,141.9285148,-35.93038783,Off Road,HINDMARSH,WESTERN REGION,8,8,1,7,0,0,5,3,0,1,0,0,0,0,0,No,0,1,0,0,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,144.9150644,-37.69954015,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,4,2,0,0,2,2,2,1,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,145.4133208,-36.3808669,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,0,No,0,2,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Friday,Yes,Dusk/Dawn,Other injury accident,60 km/hr,No,143.8705577,-37.56993989,Intersection,BALLARAT,WESTERN REGION,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,No,0,2,0,0,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,80 km/hr,No,145.2947214,-37.88871585,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,6,1,0,1,0,5,2,4,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,No,144.9902928,-37.73641812,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Other injury accident,100 km/hr,Yes,144.462625,-37.43114236,Off Road,MACEDON RANGES,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,40 km/hr,No,146.8896998,-36.12603954,Intersection,WODONGA,NORTH EASTERN REGION,4,1,0,0,1,3,2,0,0,1,1,0,0,0,0,No,1,2,0,1,1,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Fall from or in moving vehicle,Friday,No,Day,Serious injury accident,Camping grounds or off road,No,142.8535349,-37.48783814,Off Road,ARARAT,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dusk/Dawn,Other injury accident,80 km/hr,Yes,145.3599674,-37.96110668,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Other injury accident,60 km/hr,Yes,145.3256395,-37.89323722,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Struck Pedestrian,Friday,No,Day,Other injury accident,60 km/hr,No,144.9617066,-37.8044052,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,3,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Serious injury accident,70 km/hr,No,145.0104907,-37.86040444,Intersection,PORT PHILLIP,METROPOLITAN SOUTH EAST REGION,2,2,0,1,1,0,0,2,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Serious injury accident,60 km/hr,Yes,145.3642677,-37.82005008,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,2,0,1,1,0,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,145.1341258,-37.84240124,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,collision with some other object,Saturday,No,Dark Street lights unknown,Other injury accident,80 km/hr,No,145.2226808,-37.71386646,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,144.5020363,-36.78692929,Intersection,BENDIGO,NORTHERN REGION,6,3,0,0,3,3,3,2,0,2,0,0,0,0,0,No,1,2,0,2,0,0,Country,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Fatal accident,80 km/hr,Yes,145.3182427,-37.84300797,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/05 00:00:00+00,Yes,Struck Pedestrian,Friday,Yes,Dark Street lights unknown,Serious injury accident,Not known,No,145.416644,-36.39472134,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,1,0,1,1,0,0,1,0,0,1,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,144.9194521,-37.63946986,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Collision with a fixed object,,No,Day,Serious injury accident,80 km/hr,Yes,145.5089652,-37.57012366,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,40 km/hr,No,144.8432163,-37.83172053,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,50 km/hr,No,144.8924961,-37.85629251,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Serious injury accident,50 km/hr,No,145.2533645,-38.03029112,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,Yes,Struck Pedestrian,Sunday,No,Day,Other injury accident,60 km/hr,No,144.8470373,-37.83854382,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,3,2,0,0,2,1,0,3,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Struck Pedestrian,Sunday,No,Day,Other injury accident,60 km/hr,No,142.1419495,-34.21107178,Off Road,MILDURA,WESTERN REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/01,2019/01/06 00:00:00+00,No,Struck Pedestrian,,Yes,Day,Other injury accident,50 km/hr,No,145.3053665,-38.0683934,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/01,2019/01/06 00:00:00+00,Yes,Vehicle overturned (no collision),Sunday,No,Dusk/Dawn,Other injury accident,100 km/hr,Yes,144.1548939,-35.72435765,Non-Intersection,GANNAWARRA,NORTHERN REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
