MONTH,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,HIT_RUN_FLAG,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,DRIVER,MOTORIST,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,STAT_DIV_NAME,MONTH,MONTH_COUNT,MONTH_ALC,MONTH_NALC,DAY,DAY_COUNT
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,No,144.9593623,-37.8175865,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Serious injury accident,80 km/hr,No,144.8379964,-37.82534859,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,4,1,0,1,0,3,3,1,0,4,0,0,0,0,1,No,0,4,1,3,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,No,144.9595228,-37.83064548,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,1,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,Yes,Dark Street lights on,Serious injury accident,60 km/hr,No,144.5711556,-38.17280817,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,2,0,0,2,0,0,0,0,1,Yes,0,2,0,2,0,0,Country,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Thursday,No,Dark Street lights on,Other injury accident,60 km/hr,No,144.9440055,-37.80021436,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,0,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,No collision and no object struck,Friday,No,Dark No street lights,Other injury accident,Camping grounds or off road,No,145.248511,-36.59194469,Off Road,SHEPPARTON,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,Yes,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Serious injury accident,100 km/hr,No,145.1852754,-38.05312917,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,2,1,0,3,0,0,0,0,1,No,0,3,0,2,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Struck Pedestrian,Friday,Yes,Dark Street lights on,Other injury accident,40 km/hr,No,144.9820825,-37.79874666,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Thursday,No,Dark Street lights on,Serious injury accident,Not known,No,145.176914,-37.88669833,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,1,1,0,0,0,0,1,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,No,144.8820849,-37.71518438,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with a fixed object,Friday,No,Day,Serious injury accident,80 km/hr,Yes,144.9816927,-37.69188341,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,No,144.9125114,-37.69415077,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,4,1,0,1,0,2,4,0,0,4,0,0,0,0,1,No,0,4,2,2,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,100 km/hr,No,144.4239909,-37.33448595,Intersection,MACEDON RANGES,NORTHERN REGION,3,2,0,0,2,1,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,Not known,No,145.3144108,-38.1801943,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,4,2,0,1,1,2,1,3,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,No,Struck Pedestrian,Thursday,No,Day,Serious injury accident,Camping grounds or off road,No,145.0501013,-37.75487006,Off Road,BANYULE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,Yes,Day,Other injury accident,60 km/hr,No,147.6268142,-37.82677567,Intersection,EAST GIPPSLAND,EASTERN REGION,5,2,0,0,2,3,3,2,0,2,0,0,0,0,0,No,1,2,0,2,0,0,Country,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Dusk/Dawn,Serious injury accident,60 km/hr,Yes,145.1268335,-37.97977911,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,145.29123,-38.1061027,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,4,4,0,3,1,0,0,4,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark No street lights,Serious injury accident,100 km/hr,No,145.6650359,-38.08921515,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,No,0,2,1,1,0,0,Metro,,,,,,
2019/04,2019/04/05 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,145.1136287,-37.85752618,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Serious injury accident,50 km/hr,Yes,145.1722314,-37.81263122,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Serious injury accident,80 km/hr,Yes,144.4008538,-37.89746347,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark Street lights unknown,Other injury accident,50 km/hr,Yes,145.0866025,-37.65965158,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Other injury accident,100 km/hr,Yes,145.9031582,-38.45024497,Non-Intersection,SOUTH GIPPSLAND,EASTERN REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Vehicle overturned (no collision),Friday,No,Day,Other injury accident,Camping grounds or off road,No,146.4422582,-37.93998233,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Serious injury accident,80 km/hr,No,145.2989279,-38.06521948,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,2,0,2,0,1,3,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Struck Pedestrian,Saturday,No,Day,Serious injury accident,60 km/hr,No,144.8965953,-37.754709,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,0,2,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.4393449,-37.93225131,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,4,2,0,1,1,2,2,2,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,40 km/hr,No,144.9915829,-37.60486795,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,5,1,0,0,1,4,3,2,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Serious injury accident,50 km/hr,No,145.0302353,-37.88663945,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,Not known,No,144.9905706,-37.60477478,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,4,1,0,1,0,3,3,1,0,4,0,0,0,0,2,No,0,4,0,4,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Other injury accident,100 km/hr,Yes,145.0749835,-37.09364089,Non-Intersection,MITCHELL,NORTHERN REGION,3,3,0,0,3,0,3,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Other injury accident,80 km/hr,No,145.3085565,-38.01820395,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,5,2,0,0,2,3,1,4,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dusk/Dawn,Other injury accident,60 km/hr,No,144.8939634,-37.85842663,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,Yes,Day,Serious injury accident,80 km/hr,No,145.086541,-38.19773596,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,No,0,2,0,0,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,Not known,No,145.3736553,-37.62938464,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,No,0,2,0,0,2,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,144.8444353,-37.78256652,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,2,3,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,144.9542766,-37.66720949,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,2,0,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,No collision and no object struck,Friday,No,Day,Serious injury accident,Not known,No,145.6965786,-37.8202716,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,145.3222373,-38.10259884,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,0,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,80 km/hr,No,145.1398106,-38.01612817,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,3,0,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,40 km/hr,No,144.9937691,-37.84904793,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Other injury accident,100 km/hr,Yes,144.7612131,-37.40453721,Off Road,MACEDON RANGES,NORTHERN REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,collision with some other object,Saturday,No,Dark No street lights,Serious injury accident,80 km/hr,No,145.2233752,-37.6973537,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,3,2,0,1,1,1,2,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0620149,-37.97054615,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Other injury accident,80 km/hr,Yes,145.4781061,-37.55591023,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,1,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Other injury accident,50 km/hr,Yes,144.9131921,-37.75409829,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,1,No,0,1,0,0,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0734101,-37.74131935,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Serious injury accident,80 km/hr,Yes,145.3895416,-37.53990133,Intersection,MURRINDINDI,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Serious injury accident,100 km/hr,Yes,145.1684864,-36.26569602,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,2,0,2,0,0,0,2,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Serious injury accident,80 km/hr,No,145.2414739,-37.87082432,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with a fixed object,Friday,No,Day,Other injury accident,80 km/hr,Yes,146.0552136,-38.30667807,Off Road,BAW BAW,EASTERN REGION,3,1,0,0,1,2,2,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Dark No street lights,Serious injury accident,Camping grounds or off road,No,144.9852873,-37.86816868,Off Road,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,Yes,0,1,0,0,1,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,No,145.2496351,-37.81462225,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,0,3,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Vehicle overturned (no collision),Saturday,No,Day,Other injury accident,80 km/hr,No,144.6971925,-37.68712104,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,80 km/hr,No,144.8510982,-37.73018546,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,2,0,1,1,1,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,No collision and no object struck,Saturday,No,Day,Fatal accident,100 km/hr,Yes,147.1087258,-36.27807651,Non-Intersection,INDIGO,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,1,0,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Serious injury accident,40 km/hr,No,144.9656922,-37.81238729,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,3,0,1,1,0,0,1,0,0,No,0,3,1,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,Not known,No,145.0420029,-37.85385189,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,0,No,0,2,1,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,60 km/hr,No,145.0759783,-37.84814586,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,1,No,0,2,0,1,1,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,No,145.115617,-37.88940099,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,1,0,1,0,2,2,1,0,3,0,0,0,0,0,No,0,3,0,3,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Struck animal,Saturday,No,Dark No street lights,Serious injury accident,100 km/hr,No,146.9767568,-38.0669125,Non-Intersection,WELLINGTON,EASTERN REGION,3,2,0,1,1,1,2,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Serious injury accident,100 km/hr,Yes,145.2501994,-37.60309209,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/06 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Dusk/Dawn,Serious injury accident,80 km/hr,No,144.6332232,-37.34453122,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,Yes,Struck Pedestrian,Sunday,Yes,Dark Street lights unknown,Other injury accident,60 km/hr,No,142.1467521,-34.19801666,Intersection,MILDURA,WESTERN REGION,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,No,0,1,0,0,0,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Serious injury accident,80 km/hr,No,144.9454882,-37.60532661,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Day,Fatal accident,100 km/hr,Yes,145.1864668,-36.33581323,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,80 km/hr,No,146.4966557,-38.20854855,Non-Intersection,LATROBE,EASTERN REGION,3,1,0,0,1,2,0,3,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,145.180611,-38.22913695,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,144.9866139,-37.80378726,Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,1,No,0,2,0,1,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Other injury accident,80 km/hr,Yes,145.0238551,-37.9217871,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,3,0,3,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Other injury accident,100 km/hr,Yes,144.3021854,-36.80475323,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Serious injury accident,100 km/hr,No,145.4840386,-38.09179006,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,3,3,0,1,2,0,1,2,0,2,0,0,0,0,0,Yes,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Other injury accident,60 km/hr,Yes,144.7071175,-37.96476748,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,,No,Day,Serious injury accident,Camping grounds or off road,No,145.1174912,-38.26057779,Off Road,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,No,0,2,0,0,2,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,Camping grounds or off road,Yes,143.4700183,-38.54108106,Off Road,COLAC OTWAY,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Struck Pedestrian,,No,Day,Other injury accident,60 km/hr,No,144.7066615,-36.9198761,Non-Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,0,2,0,1,0,0,1,1,0,No,0,1,0,1,0,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,144.8800062,-37.7692372,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Fall from or in moving vehicle,Sunday,No,Day,Serious injury accident,80 km/hr,No,145.4367226,-37.52878112,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,60 km/hr,No,145.0748185,-37.90820781,Non-Intersection,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,1,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,70 km/hr,No,145.3212856,-37.88962035,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Struck Pedestrian,Sunday,No,Day,Serious injury accident,Not known,No,145.1937595,-37.81648202,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Serious injury accident,80 km/hr,No,142.5745455,-36.45437458,Non-Intersection,YARRIAMBIACK,WESTERN REGION,5,5,0,3,2,0,3,2,0,2,0,0,0,0,0,No,0,2,1,1,0,0,Country,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Struck Pedestrian,Sunday,No,Day,Other injury accident,Not known,No,145.029454,-37.65061563,Off Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/04,2019/04/07 00:00:00+00,No,Fall from or in moving vehicle,,No,Dusk/Dawn,Other injury accident,Camping grounds or off road,No,143.2557867,-38.25284126,Off Road,CORANGAMITE,SOUTH WESTERN REGION,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
